,Lautoka,,,,,,,,,Taputapuatea,,,,,,,,,,,,,,,,,,,,Mawk'allaqta,Ariqipaya,^,,Chuqyapo Marka,^,^,San José de Chiquitos,Puerto Suárez,Miranda,Campo Grande,Três Lagoas,Paranaíba,São José do Rio Preto,Ribeirão Preto,^,Juiz de Fora,Campos,,,,,,,,,,,,,Jamestown,,,,,,,,,,,Kissonde,Halà-Vala,Kasanje,Shinje,Inshindi,Bunkeya,Mwansabombwe,,Ng’wena,^,,Songea,Masasi,Lindi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kalumburu,,Palmerston,Katherine,Numbulwar,,,Kowanyama,Cooktown,,,,,,,,,
,,,,,Alofi,,,,,,,Tautira,,,,,,,,,,,,,,,,,,,,Mukiwa,^,Pariya,Q'ochapampa,^,Fortín López de Filippis,Fuerte Borbón,Ponta Porã,Dourados,Nova Andradina,Presidente Prudente,Bauru,São Paulo,São José dos Campos,Rio de Janeiro,,,,,,,,,,,,,,,,,,,,,,,,Ombaka,Nganda-ya-Kawe,^,Bihe,Moshiko,Balovale,Mwinilunga,Ndola,Mpika,Boma,Mzimba,,Metangula,Lujenda,Mikindani,,,,,,Diego-Suarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lombadina,Wyndham,Kununurra,Timber Creek,Mataranka,Ngukurr,Borroloola,,Karumba,Cairns,,,,,,,Uvea,,
,,,Mu'a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ariaka,^,^,^,Fuerte Boquerón,Villa Occidental,Concepción,Iguatemi,Maringá,Castro,Sorocaba,São Vicente,,,,,,,,,,,,,,,,,,,,,,,,,,Ndombe,Kalukembe,Kakonda,Chitembo,Kovongo,Mongu,Mankoya,Ing'ombe Ilede,Katete,Maano,Nkhotakota,,Lichinga,Whampula,Ibo,,,,,Mahajanga,^,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broome,Derby,Fitzroy Crossing,Halls Creek,Wave Hill,Daly Waters,?,?,Burketown,Normanton,Ingham,Townsville,,,,,,,?,
,,,,,,,,,Avarua,,,,,,,Rikitea,,,,,,,,,,,,,,,,,Tarapaka,Lickan,^,Jujuy,Rivadavia,Vuelta Fermosa,Asunción,Puerto Flor de Lis,Vila Iguassu,Guarapuava,Curitiba,,,,,,,,,,,,,,,,,,,,,,,,,,,Mossungo-Bitoto,Kaluvango,Ondjiva,Vunonge,Kwito Kwanavale,Sioma,Mwandi,Isamu Pati,Chedzugwe,Zvongombe,Mankhamba,Manthimba,^,Angoci,Mozambique,,,,Besalampy,Marovoay,Louisbourg,,,,,,Port Louis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Port Hedland,Condon,Marble Bar,?,?,?,Tanami,Tennant Creek,Avon Downs,Camooweal,Mount Isa,Cloncurry,Charters Towers,Mackay,Rockhampton,,,,,,,
,,,,,,,,,,,,,,,,,,,,Hanga Roa,,,,,,,,,,,,,Antofagasti,^,^,Salta,Santiago del Estero,San Fernando,Pilar,Encarnación,Corpus Christi,Lajes,Desterro,,,,,,,,,,,,,,,,,,,,,,,,,,,Möwebucht,Opuwo,Otavi,Otjivanda,Nkurenkuru,Nokaneng,Luhonono,Bambusi,Dhlo-Dhlo,Ziwa,^,Sena,Quelimane,,,,,,Maintirano,Alasora,Tamatave,,,,Saint-Denis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onslow,Dampier,Cossack,?,Telfer,?,?,?,^,Ti-Tree,?,?,Boulia,Winton,Tambo,Emerald,Gladstone,Bundaberg,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qupayapu,^,Catamarca,Tucumán,Santiago del Estero,San Jerónimo del Rey,Corrientes,Trinchera de San José,São Miguel das Missões,Passo Fundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^,Okahandja,Otjivanda,Tsumkwe,Maun,Kasane,Domboshaba,Khami,Zimbabwe,Matendere,Sofala,,,,,,Andakabe,Fianarantsoa,^,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coral Bay,Paraburdoo,^,Mount Newman,?,?,?,?,Kintore,Stuart,?,Bedourie,?,?,?,?,Nanango,Hervey Bay,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qulqi Tampu,^,La Rioja,,Rafaela,Goya,Concordia,Alegrete,Santa Maria,Porto Alegre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ezorongondo,Otjomuise,Epako,Ghanzi,Kang,Letlhakane,Toutswemogala,Melora,Mapungubwe,Thulamela,Manyikeni,,,,,,Fiherenana,Ihosy,^,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carnarvon,Meekatharra,Wiluna,?,?,Warburton,?,?,Docker River,Mutitjulu,Finke,Birdsville,Windorah,Quilpie,Charleville,Dalby,Toowoomba,Brisbane,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kanannay,^,San Juan de la Frontera,Córdoba,Santa Fe de la Vera Cruz,Paraná,Salto Oriental,Melo,Pelotas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nomabeb,?Anes,Marienthal,Hukuntsi,Ntsweng,Moshaweng,Kaditshwene,KwaMnyamana,Moxomatsi,Mandlakazi,Inhambane,,,,,,,Fort-Dauphin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geraldton,Mount Magnet,Leinster,?,?,?,?,?,?,Coober Pedy,,?,Tibooburra,?,Cunnamulla,St. George,Warwick,Ballina,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q'illu Uta,^,Mendoza,San Luis,Rosario,Concepción del Uruguay,Colonia del Sacramento,Montevideo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angra Pequena,^,Nu-gouses,Tsabong,Dithakong,Morokweng,Matlwang,Kweneng,Bulawayo,KaMpfumu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cervantes,Northam,Merredin,Kalgoorlie,?,?,?,?,?,?,?,?,?,?,Bourke,Moree,^,Coffs Harbour,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mapu Chuco,^,Tunuyán,Las Pugas,Fuerte El Petroso,Buenos Aires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O'okiep,Bassonsdrif,Griekwastad,Vooruitzigt,Thaba 'Nchu,Thaba Bosiu,^,Port Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perth,Coolgardie,Norseman,Cocklebiddy,Eucla,Nullarbor,Penong,Ceduna,?,?,Broken Hill,?,?,?,Bathurst,Newcastle,Port Macquarie,,,,,,
Ruapekapeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^,^,Fuerte San Rafael del Diamante,Santa Rosa del Toey,Azul,San Miguel del Monte,La Plata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanrhynsdorp,Calvinia,Graaff-Reinet,^,^,Queenstown,Umtata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bunbury,Frederick Town,Mary Ann Harbour,Esperance,,,,,Flinders,Cowell,Whyalla,Port Augusta,?,?,Orange,^,Sydney,,,,,,,
,Rangiriri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Concepción,^,Zapala,Confluencia,Choele Choel,Río Colorado,Bahía Blanca,Mar del Plata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaapstad,Swellendam,Oudtshoorn,Plettenbergbaai,Uitenhage,Grahamstown,Port Rex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Port Lincoln,,Port Pirie,Mildura,Shepparton,Albury,^,Queanbeyan,,,,,,,
,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fuerte Recabarren,^,Bariloche,Sierra Colorada,Las Grutas,Carmen de Patagones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adelaide,Horsham,Bendigo,^,Cooma,Eden,,,,,,,
Parihaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valdivia,Puerto Montt,^,Esquel,Rawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Warrnambool,Ballaarat,Melbourne,Traralgon,,,,,,,,
,P?neke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^,^,Manantiales,Camarones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whakat?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^,Coyhaique,Comodoro Rivadavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Port-aux-Français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burnie,Launceston,,,,,,,,?
Kaiapoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O'Higgins,Cañadón León,Puerto Deseado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hobart,,,,,,,,^
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^,El Calafate,Río Gallegos,,,,Stanley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^,Huriawa
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Puerto Natales,Punta Arenas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Piopiotahi,Pukekura
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ushuaia,Rio Grande,,,,,,,,,,,,,King Edward Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,?,?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,?,?,?,?,?,,,?,?,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,,,,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,,?,?,?,?,,,,,,,,,,,,,,,,,
